"","Name","G","Date","Age","Tm","X5","Opp","X7","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-"
"411","DeMarcus Cousins","24",2016-12-12,"26-121","SAC",NA,"LAL","W (+24)","1","NA:NA:NANA","12","22",".545","2","3",".667","5","7",".714","2","15","17","5","2","3","8","3","31","23.9","+30"
"412","DeMarcus Cousins","25",2016-12-16,"26-125","SAC","@","MEM","W (+4)","1","NA:NA:NANA","7","20",".350","0","3",".000","8","8","1.000","0","9","9","1","0","1","2","6","22","10.5","+6"
"413","DeMarcus Cousins","26",2016-12-18,"26-127","SAC","@","DAL","L (-20)","1","NA:NA:NANA","12","24",".500","2","6",".333","7","10",".700","0","6","6","0","0","1","2","3","33","19.1","-17"
"414","DeMarcus Cousins","27",2016-12-20,"26-129","SAC",NA,"POR","W (+5)","1","NA:NA:NANA","17","28",".607","5","8",".625","16","17",".941","1","13","14","1","1","3","5","5","55","43.2","+3"
"415","DeMarcus Cousins","28",2016-12-21,"26-130","SAC","@","UTA","W (+1)","1","NA:NA:NANA","5","18",".278","1","3",".333","10","13",".769","1","7","8","3","0","1","3","2","21","11.0","-4"
"416","DeMarcus Cousins","29",2016-12-23,"26-132","SAC","@","MIN","W (+4)","1","NA:NA:NANA","13","24",".542","3","6",".500","3","5",".600","2","5","7","7","4","2","5","3","32","26.6","+13"
"417","DeMarcus Cousins","30",2016-12-26,"26-135","SAC",NA,"PHI","W (+2)","1","NA:NA:NANA","10","20",".500","2","4",".500","8","9",".889","2","5","7","5","3","2","5","4","30","23.8","-11"
"418","DeMarcus Cousins","31",2016-12-28,"26-137","SAC","@","POR","L (-13)","1","NA:NA:NANA","8","19",".421","3","6",".500","9","10",".900","1","7","8","6","2","1","2","5","28","23.2","-3"
"419","DeMarcus Cousins","32",2016-12-31,"26-140","SAC",NA,"MEM","L (-14)","1","NA:NA:NANA","7","18",".389","0","3",".000","12","13",".923","2","2","4","8","5","0","5","4","26","21.8","-8"
"420","DeMarcus Cousins","33",2017-01-03,"26-143","SAC","@","DEN","W (+7)","1","NA:NA:NANA","10","25",".400","3","7",".429","8","8","1.000","0","6","6","6","0","1","0","3","31","23.0","-2"
"421","DeMarcus Cousins","34",2017-01-04,"26-144","SAC",NA,"MIA","L (-5)","1","NA:NA:NANA","4","15",".267","0","4",".000","5","8",".625","0","6","6","4","2","0","1","5","13","6.5","-27"
"422","DeMarcus Cousins","35",2017-01-06,"26-146","SAC",NA,"LAC","L (-8)","1","NA:NA:NANA","9","19",".474","3","8",".375","4","6",".667","2","9","11","7","3","2","4","3","25","22.7","+5"
"423","DeMarcus Cousins","36",2017-01-08,"26-148","SAC",NA,"GSW","L (-11)","1","NA:NA:NANA","4","11",".364","1","3",".333","8","9",".889","0","10","10","5","1","2","7","4","17","10.8","-14"
"424","DeMarcus Cousins","37",2017-01-10,"26-150","SAC",NA,"DET","W (+6)","1","NA:NA:NANA","8","14",".571","4","5",".800","4","7",".571","4","9","13","6","1","1","3","4","24","23.0","+7"
"425","DeMarcus Cousins","38",2017-01-13,"26-153","SAC",NA,"CLE","L (-12)","1","NA:NA:NANA","9","16",".563","1","5",".200","7","9",".778","0","7","7","11","1","0","6","3","26","21.2","-2"
"426","DeMarcus Cousins","39",2017-01-15,"26-155","SAC",NA,"OKC","L (-4)","1","NA:NA:NANA","8","20",".400","1","6",".167","14","17",".824","6","5","11","7","3","1","6","2","31","26.5","-3"
"427","DeMarcus Cousins","40",2017-01-18,"26-158","SAC",NA,"IND","L (-6)","1","NA:NA:NANA","7","19",".368","1","2",".500","10","14",".714","1","11","12","10","1","3","9","3","25","16.8","+3"
"428","DeMarcus Cousins","41",2017-01-20,"26-160","SAC","@","MEM","L (-16)","1","NA:NA:NANA","5","11",".455","2","3",".667","7","10",".700","1","9","10","2","0","1","4","4","19","12.0","-4"
"429","DeMarcus Cousins","42",2017-01-21,"26-161","SAC","@","CHI","L (-3)","1","NA:NA:NANA","16","28",".571","2","7",".286","8","9",".889","2","12","14","3","1","2","2","4","42","34.3","-6"
"430","DeMarcus Cousins","43",2017-01-23,"26-163","SAC","@","DET","W (+5)","1","NA:NA:NANA","8","21",".381","1","3",".333","5","8",".625","2","11","13","6","3","2","6","2","22","15.8","-3"
"431","DeMarcus Cousins","44",2017-01-25,"26-165","SAC","@","CLE","W (+4)","1","NA:NA:NANA","11","30",".367","0","5",".000","6","9",".667","2","9","11","9","3","1","2","3","28","21.1","+2"
"432","DeMarcus Cousins","45",2017-01-27,"26-167","SAC","@","IND","L (-4)","1","NA:NA:NANA","8","16",".500","1","4",".250","9","14",".643","3","13","16","5","0","1","6","5","26","18.2","-12"
"433","DeMarcus Cousins","46",2017-01-28,"26-168","SAC","@","CHO","W (+3)","1","NA:NA:NANA","13","22",".591","2","2","1.000","7","9",".778","7","11","18","4","0","1","2","4","35","32.1","+11"
"434","DeMarcus Cousins","47",2017-01-30,"26-170","SAC","@","PHI","L (-3)","1","NA:NA:NANA","11","16",".688","4","6",".667","20","22",".909","4","11","15","5","1","1","8","6","46","39.3","-5"
"435","DeMarcus Cousins","48",2017-01-31,"26-171","SAC","@","HOU","L (-22)","1","NA:NA:NANA","5","16",".313","1","4",".250","5","7",".714","1","6","7","5","0","0","2","2","16","9.2","-19"
"436","DeMarcus Cousins","49",2017-02-03,"26-174","SAC",NA,"PHO","L (-2)","1","NA:NA:NANA","6","16",".375","3","7",".429","7","9",".778","1","10","11","12","1","2","5","5","22","19.9","+6"
"437","DeMarcus Cousins","50",2017-02-04,"26-175","SAC",NA,"GSW","W (+3)","1","NA:NA:NANA","13","30",".433","0","5",".000","6","6","1.000","3","9","12","8","2","1","7","5","32","20.3","-3"
"438","DeMarcus Cousins","51",2017-02-06,"26-177","SAC",NA,"CHI","L (-5)","1","NA:NA:NANA","5","16",".313","3","9",".333","5","6",".833","2","12","14","5","1","1","2","5","18","14.6","-9"
"439","DeMarcus Cousins","52",2017-02-10,"26-181","SAC",NA,"ATL","W (+1)","1","NA:NA:NANA","6","17",".353","2","8",".250","8","13",".615","2","9","11","7","2","1","9","5","22","11.2","-8"
"440","DeMarcus Cousins","53",2017-02-12,"26-183","SAC",NA,"NOP","W (+6)","1","NA:NA:NANA","7","14",".500","0","4",".000","14","16",".875","2","12","14","7","2","1","7","3","28","24.6","+1"
"441","DeMarcus Cousins","54",2017-02-14,"26-185","SAC","@","LAL","W (+1)","1","NA:NA:NANA","13","24",".542","2","7",".286","12","19",".632","2","10","12","8","2","1","6","2","40","31.5","+19"
"442","DeMarcus Cousins","55",2017-02-15,"26-186","SAC","@","GSW","L (-23)","1","NA:NA:NANA","6","14",".429","1","3",".333","0","1",".000","0","4","4","6","0","1","3","1","13","7.9","-12"
"443","DeMarcus Cousins","56",2017-02-23,"26-194","NOP",NA,"HOU","L (-30)","1","NA:NA:NANA","11","19",".579","1","5",".200","4","5",".800","3","10","13","5","5","4","1","4","27","31.5","-13"
"444","DeMarcus Cousins","57",2017-02-25,"26-196","NOP","@","DAL","L (-13)","1","NA:NA:NANA","3","9",".333","2","5",".400","4","8",".500","3","12","15","6","3","0","7","3","12","10.0","-14"
"445","DeMarcus Cousins","58",2017-02-26,"26-197","NOP","@","OKC","L (-8)","1","NA:NA:NANA","8","15",".533","0","3",".000","15","15","1.000","2","8","10","3","0","0","1","6","31","26.2","+2"
"446","DeMarcus Cousins","59",2017-03-03,"26-202","NOP",NA,"SAS","L (-3)","1","NA:NA:NANA","7","18",".389","1","6",".167","4","5",".800","4","20","24","4","0","0","6","5","19","12.4","+2"
"447","DeMarcus Cousins","60",2017-03-05,"26-204","NOP","@","LAL","W (+8)","1","NA:NA:NANA","9","21",".429","3","5",".600","5","6",".833","4","11","15","2","0","1","4","6","26","16.3","-8"
"448","DeMarcus Cousins","61",2017-03-06,"26-205","NOP","@","UTA","L (-5)","1","NA:NA:NANA","5","15",".333","1","4",".250","4","4","1.000","0","8","8","3","1","0","4","2","15","7.2","-2"
"449","DeMarcus Cousins","62",2017-03-08,"26-207","NOP",NA,"TOR","L (-7)","1","NA:NA:NANA","8","23",".348","3","8",".375","6","7",".857","2","8","10","3","1","2","5","5","25","13.0","-6"
"450","DeMarcus Cousins","63",2017-03-11,"26-210","NOP","@","CHO","W (+3)","1","NA:NA:NANA","4","11",".364","1","2",".500","2","5",".400","0","4","4","4","0","0","6","5","11","-0.3","-10"
"451","DeMarcus Cousins","64",2017-03-14,"26-213","NOP",NA,"POR","W (+23)","1","NA:NA:NANA","9","22",".409","0","5",".000","4","10",".400","1","8","9","3","3","2","0","2","22","16.6","+16"
"452","DeMarcus Cousins","65",2017-03-15,"26-214","NOP","@","MIA","L (-8)","1","NA:NA:NANA","8","17",".471","2","3",".667","1","3",".333","1","8","9","1","2","0","4","5","19","9.3","-15"
"453","DeMarcus Cousins","66",2017-03-19,"26-218","NOP",NA,"MIN","W (+14)","1","NA:NA:NANA","7","14",".500","1","5",".200","0","0",NA,"1","10","11","4","3","0","4","4","15","11.9","+12"
"454","DeMarcus Cousins","67",2017-03-21,"26-220","NOP",NA,"MEM","W (+13)","1","NA:NA:NANA","14","27",".519","5","9",".556","8","9",".889","4","12","16","2","2","2","2","5","41","34.5","+22"
"455","DeMarcus Cousins","68",2017-03-24,"26-223","NOP","@","HOU","L (-10)","1","NA:NA:NANA","10","25",".400","5","9",".556","4","5",".800","2","4","6","4","1","4","3","4","29","19.7","-8"
"456","DeMarcus Cousins","69",2017-03-29,"26-228","NOP",NA,"DAL","W (+3)","1","NA:NA:NANA","9","19",".474","1","5",".200","10","12",".833","2","14","16","6","0","1","1","3","29","26.8","+14"
"457","DeMarcus Cousins","70",2017-03-31,"26-230","NOP",NA,"SAC","W (+28)","1","NA:NA:NANA","12","21",".571","5","8",".625","8","11",".727","2","11","13","4","3","1","5","5","37","30.1","+14"
"458","DeMarcus Cousins","71",2017-04-02,"26-232","NOP",NA,"CHI","L (-7)","1","NA:NA:NANA","8","16",".500","2","6",".333","8","8","1.000","1","17","18","3","0","1","7","5","26","17.6","+4"
"459","DeMarcus Cousins","72",2017-04-04,"26-234","NOP",NA,"DEN","L (-3)","1","NA:NA:NANA","10","22",".455","3","8",".375","7","8",".875","5","9","14","9","1","1","2","6","30","28.0","-5"
"460","Damian Lillard","1",2016-10-25,"26-102","POR",NA,"UTA","W (+9)","1","NA:NA:NANA","13","20",".650","4","6",".667","9","9","1.000","1","8","9","6","0","0","4","3","39","32.3","+1"
"461","Damian Lillard","2",2016-10-27,"26-104","POR",NA,"LAC","L (-8)","1","NA:NA:NANA","11","24",".458","2","5",".400","5","7",".714","1","9","10","3","0","0","4","6","29","14.9","+14"
"462","Damian Lillard","3",2016-10-29,"26-106","POR","@","DEN","W (+2)","1","NA:NA:NANA","15","28",".536","2","8",".250","5","5","1.000","1","4","5","7","2","1","5","2","37","27.1","+2"
"463","Damian Lillard","4",2016-11-01,"26-109","POR",NA,"GSW","L (-23)","1","NA:NA:NANA","8","19",".421","4","10",".400","11","13",".846","0","1","1","2","1","0","1","3","31","20.6","-29"
"464","Damian Lillard","5",2016-11-02,"26-110","POR","@","PHO","L (-3)","1","NA:NA:NANA","9","22",".409","1","8",".125","8","10",".800","0","5","5","5","1","0","2","5","27","16.4","-4"
"465","Damian Lillard","6",2016-11-04,"26-112","POR","@","DAL","W (+10)","1","NA:NA:NANA","12","18",".667","5","6",".833","13","14",".929","0","4","4","4","0","0","1","4","42","35.2","+17"
"466","Damian Lillard","7",2016-11-06,"26-114","POR","@","MEM","W (+6)","1","NA:NA:NANA","3","11",".273","2","8",".250","11","11","1.000","1","6","7","7","1","0","3","3","19","16.7","+4"
"467","Damian Lillard","8",2016-11-08,"26-116","POR",NA,"PHO","W (+3)","1","NA:NA:NANA","12","23",".522","3","8",".375","11","12",".917","2","3","5","3","0","0","4","4","38","25.1","+9"
"468","Damian Lillard","9",2016-11-09,"26-117","POR","@","LAC","L (-31)","1","NA:NA:NANA","1","10",".100","0","4",".000","6","6","1.000","0","1","1","1","0","0","3","3","8","-1.8","-31"
"469","Damian Lillard","10",2016-11-11,"26-119","POR",NA,"SAC","W (+2)","1","NA:NA:NANA","12","19",".632","5","10",".500","7","9",".778","0","1","1","7","0","0","5","1","36","26.5","-1"
"470","Damian Lillard","11",2016-11-13,"26-121","POR",NA,"DEN","W (+7)","1","NA:NA:NANA","7","18",".389","3","7",".429","15","15","1.000","2","6","8","6","4","0","1","0","32","32.6","+19"
"471","Damian Lillard","12",2016-11-15,"26-123","POR",NA,"CHI","L (-25)","1","NA:NA:NANA","7","22",".318","1","5",".200","4","4","1.000","1","4","5","4","1","0","3","1","19","8.7","-23"
"472","Damian Lillard","13",2016-11-17,"26-125","POR","@","HOU","L (-17)","1","NA:NA:NANA","7","17",".412","1","5",".200","3","5",".600","1","4","5","5","0","1","3","1","18","10.8","-24"
"473","Damian Lillard","14",2016-11-18,"26-126","POR","@","NOP","L (-12)","1","NA:NA:NANA","8","24",".333","4","11",".364","7","7","1.000","2","1","3","2","1","0","3","3","27","13.3","-17"
"474","Damian Lillard","15",2016-11-20,"26-128","POR","@","BRK","W (+20)","1","NA:NA:NANA","8","14",".571","0","5",".000","2","4",".500","0","4","4","5","1","1","2","1","18","14.6","+13"
"475","Damian Lillard","16",2016-11-22,"26-130","POR","@","NYK","L (-4)","1","NA:NA:NANA","8","18",".444","2","6",".333","4","4","1.000","0","5","5","6","2","0","5","1","22","14.9","-3"
"476","Damian Lillard","17",2016-11-23,"26-131","POR","@","CLE","L (-12)","1","NA:NA:NANA","13","21",".619","5","7",".714","9","9","1.000","0","7","7","11","0","0","2","4","40","36.7","-16"
"477","Damian Lillard","18",2016-11-25,"26-133","POR",NA,"NOP","W (+15)","1","NA:NA:NANA","9","19",".474","3","7",".429","6","7",".857","0","4","4","11","0","1","1","2","27","24.7","+18"
"478","Damian Lillard","19",2016-11-27,"26-135","POR",NA,"HOU","L (-16)","1","NA:NA:NANA","7","20",".350","2","8",".250","11","13",".846","1","4","5","5","1","0","7","2","27","13.6","-15"
"479","Damian Lillard","20",2016-11-30,"26-138","POR",NA,"IND","W (+22)","1","NA:NA:NANA","11","18",".611","1","6",".167","5","7",".714","0","5","5","10","4","0","1","3","28","29.3","+26"
"480","Damian Lillard","21",2016-12-03,"26-141","POR",NA,"MIA","W (+7)","1","NA:NA:NANA","6","19",".316","2","6",".333","5","6",".833","0","4","4","6","1","0","2","3","19","10.9","+3"
"481","Damian Lillard","22",2016-12-05,"26-143","POR","@","CHI","W (+2)","1","NA:NA:NANA","11","24",".458","3","6",".500","5","5","1.000","0","3","3","7","2","3","0","2","30","26.7","+1"
"482","Damian Lillard","23",2016-12-07,"26-145","POR","@","MIL","L (-8)","1","NA:NA:NANA","8","18",".444","5","13",".385","9","9","1.000","0","7","7","6","0","0","2","1","30","24.5","+4"
"483","Damian Lillard","24",2016-12-08,"26-146","POR","@","MEM","L (-2)","1","NA:NA:NANA","6","18",".333","2","7",".286","5","7",".714","1","2","3","2","1","0","1","5","19","8.7","-4"
"484","Damian Lillard","25",2016-12-10,"26-148","POR","@","IND","L (-7)","1","NA:NA:NANA","10","24",".417","5","14",".357","8","9",".889","1","2","3","9","0","0","2","4","33","23.8","-1"
"485","Damian Lillard","26",2016-12-12,"26-150","POR","@","LAC","L (-1)","1","NA:NA:NANA","7","17",".412","4","7",".571","6","6","1.000","0","5","5","8","1","1","2","2","24","20.9","+1"
"486","Damian Lillard","27",2016-12-13,"26-151","POR",NA,"OKC","W (+19)","1","NA:NA:NANA","7","13",".538","1","5",".200","2","2","1.000","2","0","2","9","1","0","3","1","17","16.0","+4"
"487","Damian Lillard","28",2016-12-15,"26-153","POR","@","DEN","L (-12)","1","NA:NA:NANA","13","22",".591","4","8",".500","10","11",".909","0","3","3","10","0","0","5","2","40","31.5","-11"
"488","Damian Lillard","29",2016-12-17,"26-155","POR","@","GSW","L (-45)","1","NA:NA:NANA","8","15",".533","1","3",".333","3","3","1.000","0","2","2","1","1","0","2","1","20","12.6","-29"
"489","Damian Lillard","30",2016-12-20,"26-158","POR","@","SAC","L (-5)","1","NA:NA:NANA","6","20",".300","1","10",".100","11","12",".917","0","4","4","16","0","0","0","1","24","24.0","+3"
"490","Damian Lillard","31",2016-12-21,"26-159","POR",NA,"DAL","L (-1)","1","NA:NA:NANA","10","23",".435","3","9",".333","6","6","1.000","0","3","3","4","1","0","6","0","29","15.6","+2"
"491","Damian Lillard","32",2016-12-23,"26-161","POR",NA,"SAS","L (-20)","1","NA:NA:NANA","7","19",".368","1","5",".200","1","2",".500","0","5","5","10","1","0","2","3","16","11.4","-9"
"492","Damian Lillard","33",2017-01-05,"26-174","POR",NA,"LAL","W (+9)","1","NA:NA:NANA","7","14",".500","4","10",".400","3","4",".750","0","5","5","10","0","0","2","3","21","18.9","+28"
"493","Damian Lillard","34",2017-01-08,"26-177","POR",NA,"DET","L (-1)","1","NA:NA:NANA","7","16",".438","3","9",".333","3","4",".750","0","9","9","5","0","0","5","0","20","12.4","+4"
"494","Damian Lillard","35",2017-01-10,"26-179","POR","@","LAL","W (+21)","1","NA:NA:NANA","7","21",".333","1","6",".167","5","6",".833","3","5","8","6","0","1","2","3","20","13.0","+14"
"495","Damian Lillard","36",2017-01-11,"26-180","POR",NA,"CLE","W (+16)","1","NA:NA:NANA","5","15",".333","1","4",".250","3","3","1.000","0","3","3","3","0","0","1","1","14","7.1","+12"
"496","Damian Lillard","37",2017-01-13,"26-182","POR",NA,"ORL","L (-6)","1","NA:NA:NANA","12","26",".462","2","11",".182","8","9",".889","1","7","8","3","0","0","2","1","34","22.7","-12"
"497","Damian Lillard","38",2017-01-16,"26-185","POR","@","WAS","L (-19)","1","NA:NA:NANA","6","17",".353","4","8",".500","6","6","1.000","2","5","7","4","0","1","2","1","22","16.5","-15"
"498","Damian Lillard","39",2017-01-18,"26-187","POR","@","CHO","L (-22)","1","NA:NA:NANA","7","18",".389","2","6",".333","5","5","1.000","1","6","7","6","1","1","3","0","21","16.6","-8"
"499","Damian Lillard","40",2017-01-20,"26-189","POR","@","PHI","L (-1)","1","NA:NA:NANA","12","25",".480","2","7",".286","4","5",".800","2","3","5","1","1","0","5","2","30","15.1","-12"
"500","Damian Lillard","41",2017-01-21,"26-190","POR","@","BOS","W (+4)","1","NA:NA:NANA","9","21",".429","2","7",".286","8","8","1.000","0","1","1","7","0","1","3","3","28","18.6","+19"
"501","Damian Lillard","42",2017-01-25,"26-194","POR",NA,"LAL","W (+7)","1","NA:NA:NANA","8","20",".400","1","5",".200","7","7","1.000","0","4","4","2","1","0","1","1","24","15.4","+16"
"502","Damian Lillard","43",2017-01-27,"26-196","POR",NA,"MEM","W (+3)","1","NA:NA:NANA","9","21",".429","5","11",".455","10","11",".909","1","4","5","6","0","0","4","1","33","23.2","0"
"503","Damian Lillard","44",2017-01-29,"26-198","POR",NA,"GSW","L (-2)","1","NA:NA:NANA","6","14",".429","2","5",".400","5","5","1.000","0","2","2","8","1","0","3","1","19","15.4","-2"
"504","Damian Lillard","45",2017-01-31,"26-200","POR",NA,"CHO","W (+17)","1","NA:NA:NANA","10","18",".556","2","5",".400","5","5","1.000","0","4","4","4","1","0","1","3","27","21.2","+15"
"505","Damian Lillard","46",2017-02-03,"26-203","POR",NA,"DAL","L (-4)","1","NA:NA:NANA","4","20",".200","1","8",".125","4","5",".800","2","7","9","6","0","1","2","3","13","5.4","-1"
"506","Damian Lillard","47",2017-02-05,"26-205","POR","@","OKC","L (-6)","1","NA:NA:NANA","9","22",".409","4","9",".444","7","7","1.000","0","7","7","3","1","2","1","3","29","21.6","-5"
"507","Damian Lillard","48",2017-02-07,"26-207","POR","@","DAL","W (+1)","1","NA:NA:NANA","12","22",".545","5","9",".556","0","0",NA,"1","4","5","6","2","0","2","5","29","22.5","+6"
"508","Damian Lillard","49",2017-02-09,"26-209","POR",NA,"BOS","L (-9)","1","NA:NA:NANA","8","20",".400","2","7",".286","10","11",".909","2","4","6","7","0","0","3","4","28","19.7","-5"
"509","Damian Lillard","50",2017-02-13,"26-213","POR",NA,"ATL","L (-5)","1","NA:NA:NANA","6","21",".286","3","9",".333","6","6","1.000","1","5","6","4","1","0","3","2","21","10.9","-20"
"510","Damian Lillard","51",2017-02-15,"26-215","POR","@","UTA","L (-23)","1","NA:NA:NANA","3","19",".158","1","4",".250","6","8",".750","2","4","6","7","0","0","1","1","13","6.2","-17"
"511","Damian Lillard","52",2017-02-23,"26-223","POR","@","ORL","W (+9)","1","NA:NA:NANA","12","23",".522","4","7",".571","5","6",".833","0","5","5","2","0","0","2","3","33","21.0","+26"
"512","Damian Lillard","53",2017-02-26,"26-226","POR","@","TOR","L (-6)","1","NA:NA:NANA","10","20",".500","4","7",".571","4","5",".800","0","6","6","8","2","0","4","2","28","22.2","-2"
"513","Damian Lillard","54",2017-02-28,"26-228","POR","@","DET","L (-7)","1","NA:NA:NANA","13","25",".520","3","8",".375","5","6",".833","1","10","11","9","1","0","4","2","34","27.5","+3"
"514","Damian Lillard","55",2017-03-02,"26-230","POR",NA,"OKC","W (+5)","1","NA:NA:NANA","11","23",".478","3","9",".333","8","9",".889","1","3","4","5","1","0","2","1","33","24.6","+5"
"515","Damian Lillard","56",2017-03-04,"26-232","POR",NA,"BRK","W (+14)","1","NA:NA:NANA","7","16",".438","2","6",".333","3","4",".750","0","5","5","11","0","1","4","2","19","15.3","+5"
"516","Damian Lillard","57",2017-03-07,"26-235","POR","@","OKC","W (+5)","1","NA:NA:NANA","8","17",".471","2","6",".333","4","5",".800","1","2","3","8","1","0","1","0","22","19.8","-4"
"517","Damian Lillard","58",2017-03-09,"26-237","POR",NA,"PHI","W (+6)","1","NA:NA:NANA","6","21",".286","0","6",".000","12","12","1.000","0","4","4","4","0","2","3","0","24","14.1","+10"
"518","Damian Lillard","59",2017-03-11,"26-239","POR",NA,"WAS","L (-1)","1","NA:NA:NANA","13","27",".481","4","11",".364","3","4",".750","0","3","3","7","0","0","6","5","33","16.7","-13"
"519","Damian Lillard","60",2017-03-12,"26-240","POR","@","PHO","W (+9)","1","NA:NA:NANA","13","26",".500","4","10",".400","9","9","1.000","1","5","6","2","1","0","4","3","39","25.4","+16"
"520","Damian Lillard","61",2017-03-14,"26-242","POR","@","NOP","L (-23)","1","NA:NA:NANA","8","18",".444","4","7",".571","9","9","1.000","1","3","4","2","0","0","4","1","29","18.2","-26"
"521","Damian Lillard","62",2017-03-15,"26-243","POR","@","SAS","W (+4)","1","NA:NA:NANA","12","22",".545","3","8",".375","9","9","1.000","1","2","3","4","2","0","2","0","36","29.5","+2"
"522","Damian Lillard","63",2017-03-18,"26-246","POR","@","ATL","W (+16)","1","NA:NA:NANA","9","17",".529","3","5",".600","6","6","1.000","0","5","5","5","2","0","4","2","27","20.9","+27"
"523","Damian Lillard","64",2017-03-19,"26-247","POR","@","MIA","W (+11)","1","NA:NA:NANA","14","21",".667","9","12",".750","12","12","1.000","0","1","1","5","0","1","3","1","49","41.0","+14"
"524","Damian Lillard","65",2017-03-21,"26-249","POR",NA,"MIL","L (-3)","1","NA:NA:NANA","13","26",".500","2","9",".222","3","6",".500","1","4","5","7","4","0","1","0","31","26.6","+6"
"525","Damian Lillard","66",2017-03-23,"26-251","POR",NA,"NYK","W (+15)","1","NA:NA:NANA","9","17",".529","4","7",".571","8","8","1.000","0","4","4","5","2","0","2","1","30","26.0","+15"
"526","Damian Lillard","67",2017-03-25,"26-253","POR",NA,"MIN","W (+12)","1","NA:NA:NANA","8","13",".615","3","6",".500","2","3",".667","0","6","6","8","2","0","3","0","21","21.1","+15"
"527","Damian Lillard","68",2017-03-26,"26-254","POR","@","LAL","W (+16)","1","NA:NA:NANA","7","20",".350","4","10",".400","4","7",".571","1","6","7","5","3","0","1","3","22","16.4","+21"
"528","Damian Lillard","69",2017-03-28,"26-256","POR",NA,"DEN","W (+9)","1","NA:NA:NANA","7","19",".368","4","11",".364","1","4",".250","2","4","6","7","3","0","3","1","19","14.4","+9"
"529","Damian Lillard","70",2017-03-30,"26-258","POR",NA,"HOU","W (+10)","1","NA:NA:NANA","10","18",".556","4","9",".444","7","7","1.000","0","4","4","11","2","0","3","1","31","29.9","+12"
"530","Damian Lillard","71",2017-04-01,"26-260","POR",NA,"PHO","W (+13)","1","NA:NA:NANA","7","16",".438","4","11",".364","13","13","1.000","1","4","5","7","1","0","4","3","31","25.2","+9"
"531","Damian Lillard","72",2017-04-03,"26-262","POR","@","MIN","L (-1)","1","NA:NA:NANA","7","21",".333","3","11",".273","8","9",".889","0","4","4","6","2","0","0","2","25","19.3","-1"
"532","Damian Lillard","73",2017-04-04,"26-263","POR","@","UTA","L (-19)","1","NA:NA:NANA","5","20",".250","2","7",".286","4","5",".800","0","2","2","3","0","0","0","2","16","5.5","-23"
"533","Damian Lillard","74",2017-04-06,"26-265","POR",NA,"MIN","W (+7)","1","NA:NA:NANA","7","21",".333","1","9",".111","7","7","1.000","0","9","9","8","1","0","4","2","22","14.6","-1"
"534","Damian Lillard","75",2017-04-08,"26-267","POR",NA,"UTA","W (+15)","1","NA:NA:NANA","18","34",".529","9","14",".643","14","16",".875","0","6","6","5","1","1","0","0","59","48.6","+19"
"535","LeBron James","1",2016-10-25,"31-300","CLE",NA,"NYK","W (+29)","1","NA:NA:NANA","9","14",".643","0","3",".000","1","2",".500","3","8","11","14","0","1","4","3","19","22.2","+27"
"536","LeBron James","2",2016-10-28,"31-303","CLE","@","TOR","W (+3)","1","NA:NA:NANA","7","16",".438","2","6",".333","5","7",".714","2","6","8","7","0","0","5","2","21","14.1","0"
"537","LeBron James","3",2016-10-29,"31-304","CLE",NA,"ORL","W (+6)","1","NA:NA:NANA","7","16",".438","2","6",".333","7","11",".636","1","5","6","9","1","1","2","2","23","20.4","+1"
"538","LeBron James","4",2016-11-01,"31-307","CLE",NA,"HOU","W (+8)","1","NA:NA:NANA","6","12",".500","1","3",".333","6","10",".600","3","10","13","8","0","0","4","4","19","16.5","+15"
"539","LeBron James","5",2016-11-03,"31-309","CLE",NA,"BOS","W (+6)","1","NA:NA:NANA","12","22",".545","1","4",".250","5","5","1.000","1","6","7","12","1","0","2","2","30","28.5","+18"
"540","LeBron James","6",2016-11-05,"31-311","CLE","@","PHI","W (+1)","1","NA:NA:NANA","9","23",".391","1","5",".200","6","7",".857","1","7","8","14","2","1","5","1","25","22.0","+11"
"541","LeBron James","7",2016-11-08,"31-314","CLE",NA,"ATL","L (-4)","1","NA:NA:NANA","8","17",".471","2","5",".400","5","5","1.000","2","7","9","5","3","0","1","3","23","22.1","+7"
"542","LeBron James","8",2016-11-11,"31-317","CLE","@","WAS","W (+11)","1","NA:NA:NANA","9","18",".500","3","4",".750","6","9",".667","0","10","10","5","2","2","6","1","27","20.3","+7"
"543","LeBron James","9",2016-11-13,"31-319","CLE",NA,"CHO","W (+7)","1","NA:NA:NANA","8","21",".381","2","5",".400","1","2",".500","0","8","8","8","1","1","3","0","19","13.8","+12"
"544","LeBron James","10",2016-11-15,"31-321","CLE",NA,"TOR","W (+4)","1","NA:NA:NANA","10","15",".667","2","5",".400","6","10",".600","0","9","9","15","1","0","5","2","28","28.3","+1"
"545","LeBron James","11",2016-11-18,"31-324","CLE",NA,"DET","W (+23)","1","NA:NA:NANA","9","14",".643","1","3",".333","2","3",".667","0","3","3","3","0","1","2","1","21","15.7","+21"
"546","LeBron James","12",2016-11-23,"31-329","CLE",NA,"POR","W (+12)","1","NA:NA:NANA","11","21",".524","2","3",".667","7","8",".875","1","9","10","13","3","0","3","0","31","32.8","+17"
