"","X1","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Dates"
"1017",1017,"Minnesota Timberwolves",33,"Fri Dec 30 2016","vs","Milwaukee Bucks","W",NA,116,99,11,22,"W 1",2016-12-30
"1018",1018,"Minnesota Timberwolves",34,"Sun Jan 1 2017","vs","Portland Trail Blazers","L",NA,89,95,11,23,"L 1",2017-01-01
"1019",1019,"Minnesota Timberwolves",35,"Tue Jan 3 2017","@","Philadelphia 76ers","L",NA,91,93,11,24,"L 2",2017-01-03
"1020",1020,"Minnesota Timberwolves",36,"Fri Jan 6 2017","@","Washington Wizards","L",NA,105,112,11,25,"L 3",2017-01-06
"1021",1021,"Minnesota Timberwolves",37,"Sat Jan 7 2017","vs","Utah Jazz","L",NA,92,94,11,26,"L 4",2017-01-07
"1022",1022,"Minnesota Timberwolves",38,"Mon Jan 9 2017","vs","Dallas Mavericks","W",NA,101,92,12,26,"W 1",2017-01-09
"1023",1023,"Minnesota Timberwolves",39,"Wed Jan 11 2017","vs","Houston Rockets","W",NA,119,105,13,26,"W 2",2017-01-11
"1024",1024,"Minnesota Timberwolves",40,"Fri Jan 13 2017","vs","Oklahoma City Thunder","W",NA,96,86,14,26,"W 3",2017-01-13
"1025",1025,"Minnesota Timberwolves",41,"Sun Jan 15 2017","@","Dallas Mavericks","L",NA,87,98,14,27,"L 1",2017-01-15
"1026",1026,"Minnesota Timberwolves",42,"Tue Jan 17 2017","@","San Antonio Spurs","L",NA,114,122,14,28,"L 2",2017-01-17
"1027",1027,"Minnesota Timberwolves",43,"Thu Jan 19 2017","@","Los Angeles Clippers","W",NA,104,101,15,28,"W 1",2017-01-19
"1028",1028,"Minnesota Timberwolves",44,"Sun Jan 22 2017","vs","Denver Nuggets","W",NA,111,108,16,28,"W 2",2017-01-22
"1029",1029,"Minnesota Timberwolves",45,"Tue Jan 24 2017","@","Phoenix Suns","W",NA,112,111,17,28,"W 3",2017-01-24
"1030",1030,"Minnesota Timberwolves",46,"Thu Jan 26 2017","vs","Indiana Pacers","L",NA,103,109,17,29,"L 1",2017-01-26
"1031",1031,"Minnesota Timberwolves",47,"Sat Jan 28 2017","vs","Brooklyn Nets","W",NA,129,109,18,29,"W 1",2017-01-28
"1032",1032,"Minnesota Timberwolves",48,"Mon Jan 30 2017","vs","Orlando Magic","W","OT",111,105,19,29,"W 2",2017-01-30
"1033",1033,"Minnesota Timberwolves",49,"Wed Feb 1 2017","@","Cleveland Cavaliers","L",NA,97,125,19,30,"L 1",2017-02-01
"1034",1034,"Minnesota Timberwolves",50,"Fri Feb 3 2017","@","Detroit Pistons","L",NA,108,116,19,31,"L 2",2017-02-03
"1035",1035,"Minnesota Timberwolves",51,"Sat Feb 4 2017","vs","Memphis Grizzlies","L",NA,99,107,19,32,"L 3",2017-02-04
"1036",1036,"Minnesota Timberwolves",52,"Mon Feb 6 2017","vs","Miami Heat","L",NA,113,115,19,33,"L 4",2017-02-06
"1037",1037,"Minnesota Timberwolves",53,"Wed Feb 8 2017","vs","Toronto Raptors","W",NA,112,109,20,33,"W 1",2017-02-08
"1038",1038,"Minnesota Timberwolves",54,"Fri Feb 10 2017","vs","New Orleans Pelicans","L",NA,106,122,20,34,"L 1",2017-02-10
"1039",1039,"Minnesota Timberwolves",55,"Sun Feb 12 2017","vs","Chicago Bulls","W",NA,117,89,21,34,"W 1",2017-02-12
"1040",1040,"Minnesota Timberwolves",56,"Tue Feb 14 2017","vs","Cleveland Cavaliers","L",NA,108,116,21,35,"L 1",2017-02-14
"1041",1041,"Minnesota Timberwolves",57,"Wed Feb 15 2017","@","Denver Nuggets","W",NA,112,99,22,35,"W 1",2017-02-15
"1042",1042,"Minnesota Timberwolves",58,"Fri Feb 24 2017","vs","Dallas Mavericks","W",NA,97,84,23,35,"W 2",2017-02-24
"1043",1043,"Minnesota Timberwolves",59,"Sat Feb 25 2017","@","Houston Rockets","L",NA,130,142,23,36,"L 1",2017-02-25
"1044",1044,"Minnesota Timberwolves",60,"Mon Feb 27 2017","@","Sacramento Kings","W",NA,102,88,24,36,"W 1",2017-02-27
"1045",1045,"Minnesota Timberwolves",61,"Wed Mar 1 2017","@","Utah Jazz","W",NA,107,80,25,36,"W 2",2017-03-01
"1046",1046,"Minnesota Timberwolves",62,"Sat Mar 4 2017","@","San Antonio Spurs","L","OT",90,97,25,37,"L 1",2017-03-04
"1047",1047,"Minnesota Timberwolves",63,"Wed Mar 8 2017","vs","Los Angeles Clippers","W",NA,107,91,26,37,"W 1",2017-03-08
"1048",1048,"Minnesota Timberwolves",64,"Fri Mar 10 2017","vs","Golden State Warriors","W",NA,103,102,27,37,"W 2",2017-03-10
"1049",1049,"Minnesota Timberwolves",65,"Sat Mar 11 2017","@","Milwaukee Bucks","L",NA,95,102,27,38,"L 1",2017-03-11
"1050",1050,"Minnesota Timberwolves",66,"Mon Mar 13 2017","vs","Washington Wizards","W",NA,119,104,28,38,"W 1",2017-03-13
"1051",1051,"Minnesota Timberwolves",67,"Wed Mar 15 2017","@","Boston Celtics","L",NA,104,117,28,39,"L 1",2017-03-15
"1052",1052,"Minnesota Timberwolves",68,"Fri Mar 17 2017","@","Miami Heat","L",NA,105,123,28,40,"L 2",2017-03-17
"1053",1053,"Minnesota Timberwolves",69,"Sun Mar 19 2017","@","New Orleans Pelicans","L",NA,109,123,28,41,"L 3",2017-03-19
"1054",1054,"Minnesota Timberwolves",70,"Tue Mar 21 2017","vs","San Antonio Spurs","L",NA,93,100,28,42,"L 4",2017-03-21
"1055",1055,"Minnesota Timberwolves",71,"Fri Mar 24 2017","@","Los Angeles Lakers","L","OT",119,130,28,43,"L 5",2017-03-24
"1056",1056,"Minnesota Timberwolves",72,"Sat Mar 25 2017","@","Portland Trail Blazers","L",NA,100,112,28,44,"L 6",2017-03-25
"1057",1057,"Minnesota Timberwolves",73,"Tue Mar 28 2017","@","Indiana Pacers","W",NA,115,114,29,44,"W 1",2017-03-28
"1058",1058,"Minnesota Timberwolves",74,"Thu Mar 30 2017","vs","Los Angeles Lakers","W",NA,119,104,30,44,"W 2",2017-03-30
"1059",1059,"Minnesota Timberwolves",75,"Sat Apr 1 2017","vs","Sacramento Kings","L",NA,117,123,30,45,"L 1",2017-04-01
"1060",1060,"Minnesota Timberwolves",76,"Mon Apr 3 2017","vs","Portland Trail Blazers","W",NA,110,109,31,45,"W 1",2017-04-03
"1061",1061,"Minnesota Timberwolves",77,"Tue Apr 4 2017","@","Golden State Warriors","L",NA,107,121,31,46,"L 1",2017-04-04
"1062",1062,"Minnesota Timberwolves",78,"Thu Apr 6 2017","@","Portland Trail Blazers","L",NA,98,105,31,47,"L 2",2017-04-06
"1063",1063,"Minnesota Timberwolves",79,"Fri Apr 7 2017","@","Utah Jazz","L",NA,113,120,31,48,"L 3",2017-04-07
"1064",1064,"Minnesota Timberwolves",80,"Sun Apr 9 2017","@","Los Angeles Lakers","L",NA,109,110,31,49,"L 4",2017-04-09
"1065",1065,"Minnesota Timberwolves",81,"Tue Apr 11 2017","vs","Oklahoma City Thunder","L",NA,98,100,31,50,"L 5",2017-04-11
"1066",1066,"Minnesota Timberwolves",82,"Wed Apr 12 2017","@","Houston Rockets","L",NA,118,123,31,51,"L 6",2017-04-12
"1067",1067,"Los Angeles Lakers",1,"Wed Oct 26 2016","vs","Houston Rockets","W",NA,120,114,1,0,"W 1",2016-10-26
"1068",1068,"Los Angeles Lakers",2,"Fri Oct 28 2016","@","Utah Jazz","L",NA,89,96,1,1,"L 1",2016-10-28
"1069",1069,"Los Angeles Lakers",3,"Sun Oct 30 2016","@","Oklahoma City Thunder","L",NA,96,113,1,2,"L 2",2016-10-30
"1070",1070,"Los Angeles Lakers",4,"Tue Nov 1 2016","@","Indiana Pacers","L",NA,108,115,1,3,"L 3",2016-11-01
"1071",1071,"Los Angeles Lakers",5,"Wed Nov 2 2016","@","Atlanta Hawks","W",NA,123,116,2,3,"W 1",2016-11-02
"1072",1072,"Los Angeles Lakers",6,"Fri Nov 4 2016","vs","Golden State Warriors","W",NA,117,97,3,3,"W 2",2016-11-04
"1073",1073,"Los Angeles Lakers",7,"Sun Nov 6 2016","vs","Phoenix Suns","W",NA,119,108,4,3,"W 3",2016-11-06
"1074",1074,"Los Angeles Lakers",8,"Tue Nov 8 2016","vs","Dallas Mavericks","L",NA,97,109,4,4,"L 1",2016-11-08
"1075",1075,"Los Angeles Lakers",9,"Thu Nov 10 2016","@","Sacramento Kings","W",NA,101,91,5,4,"W 1",2016-11-10
"1076",1076,"Los Angeles Lakers",10,"Sat Nov 12 2016","@","New Orleans Pelicans","W",NA,126,99,6,4,"W 2",2016-11-12
"1077",1077,"Los Angeles Lakers",11,"Sun Nov 13 2016","@","Minnesota Timberwolves","L",NA,99,125,6,5,"L 1",2016-11-13
"1078",1078,"Los Angeles Lakers",12,"Tue Nov 15 2016","vs","Brooklyn Nets","W",NA,125,118,7,5,"W 1",2016-11-15
"1079",1079,"Los Angeles Lakers",13,"Fri Nov 18 2016","vs","San Antonio Spurs","L",NA,107,116,7,6,"L 1",2016-11-18
"1080",1080,"Los Angeles Lakers",14,"Sun Nov 20 2016","vs","Chicago Bulls","L",NA,110,118,7,7,"L 2",2016-11-20
"1081",1081,"Los Angeles Lakers",15,"Tue Nov 22 2016","vs","Oklahoma City Thunder","W",NA,111,109,8,7,"W 1",2016-11-22
"1082",1082,"Los Angeles Lakers",16,"Wed Nov 23 2016","@","Golden State Warriors","L",NA,106,149,8,8,"L 1",2016-11-23
"1083",1083,"Los Angeles Lakers",17,"Fri Nov 25 2016","vs","Golden State Warriors","L",NA,85,109,8,9,"L 2",2016-11-25
"1084",1084,"Los Angeles Lakers",18,"Sun Nov 27 2016","vs","Atlanta Hawks","W",NA,109,94,9,9,"W 1",2016-11-27
"1085",1085,"Los Angeles Lakers",19,"Tue Nov 29 2016","@","New Orleans Pelicans","L",NA,88,105,9,10,"L 1",2016-11-29
"1086",1086,"Los Angeles Lakers",20,"Wed Nov 30 2016","@","Chicago Bulls","W",NA,96,90,10,10,"W 1",2016-11-30
"1087",1087,"Los Angeles Lakers",21,"Fri Dec 2 2016","@","Toronto Raptors","L",NA,80,113,10,11,"L 1",2016-12-02
"1088",1088,"Los Angeles Lakers",22,"Sat Dec 3 2016","@","Memphis Grizzlies","L",NA,100,103,10,12,"L 2",2016-12-03
"1089",1089,"Los Angeles Lakers",23,"Mon Dec 5 2016","vs","Utah Jazz","L",NA,101,107,10,13,"L 3",2016-12-05
"1090",1090,"Los Angeles Lakers",24,"Wed Dec 7 2016","@","Houston Rockets","L",NA,95,134,10,14,"L 4",2016-12-07
"1091",1091,"Los Angeles Lakers",25,"Fri Dec 9 2016","vs","Phoenix Suns","L",NA,115,119,10,15,"L 5",2016-12-09
"1092",1092,"Los Angeles Lakers",26,"Sun Dec 11 2016","vs","New York Knicks","L",NA,112,118,10,16,"L 6",2016-12-11
"1093",1093,"Los Angeles Lakers",27,"Mon Dec 12 2016","@","Sacramento Kings","L",NA,92,116,10,17,"L 7",2016-12-12
"1094",1094,"Los Angeles Lakers",28,"Wed Dec 14 2016","@","Brooklyn Nets","L",NA,97,107,10,18,"L 8",2016-12-14
"1095",1095,"Los Angeles Lakers",29,"Fri Dec 16 2016","@","Philadelphia 76ers","W",NA,100,89,11,18,"W 1",2016-12-16
"1096",1096,"Los Angeles Lakers",30,"Sat Dec 17 2016","@","Cleveland Cavaliers","L",NA,108,119,11,19,"L 1",2016-12-17
"1097",1097,"Los Angeles Lakers",31,"Tue Dec 20 2016","@","Charlotte Hornets","L",NA,113,117,11,20,"L 2",2016-12-20
"1098",1098,"Los Angeles Lakers",32,"Thu Dec 22 2016","@","Miami Heat","L",NA,107,115,11,21,"L 3",2016-12-22
"1099",1099,"Los Angeles Lakers",33,"Fri Dec 23 2016","@","Orlando Magic","L",NA,90,109,11,22,"L 4",2016-12-23
"1100",1100,"Los Angeles Lakers",34,"Sun Dec 25 2016","vs","Los Angeles Clippers","W",NA,111,102,12,22,"W 1",2016-12-25
"1101",1101,"Los Angeles Lakers",35,"Tue Dec 27 2016","vs","Utah Jazz","L",NA,100,102,12,23,"L 1",2016-12-27
"1102",1102,"Los Angeles Lakers",36,"Thu Dec 29 2016","vs","Dallas Mavericks","L",NA,89,101,12,24,"L 2",2016-12-29
"1103",1103,"Los Angeles Lakers",37,"Sun Jan 1 2017","vs","Toronto Raptors","L",NA,114,123,12,25,"L 3",2017-01-01
"1104",1104,"Los Angeles Lakers",38,"Tue Jan 3 2017","vs","Memphis Grizzlies","W",NA,116,102,13,25,"W 1",2017-01-03
"1105",1105,"Los Angeles Lakers",39,"Thu Jan 5 2017","@","Portland Trail Blazers","L",NA,109,118,13,26,"L 1",2017-01-05
"1106",1106,"Los Angeles Lakers",40,"Fri Jan 6 2017","vs","Miami Heat","W",NA,127,100,14,26,"W 1",2017-01-06
"1107",1107,"Los Angeles Lakers",41,"Sun Jan 8 2017","vs","Orlando Magic","W",NA,111,95,15,26,"W 2",2017-01-08
"1108",1108,"Los Angeles Lakers",42,"Tue Jan 10 2017","vs","Portland Trail Blazers","L",NA,87,108,15,27,"L 1",2017-01-10
"1109",1109,"Los Angeles Lakers",43,"Thu Jan 12 2017","@","San Antonio Spurs","L",NA,94,134,15,28,"L 2",2017-01-12
"1110",1110,"Los Angeles Lakers",44,"Sat Jan 14 2017","@","Los Angeles Clippers","L",NA,97,113,15,29,"L 3",2017-01-14
"1111",1111,"Los Angeles Lakers",45,"Sun Jan 15 2017","vs","Detroit Pistons","L",NA,97,102,15,30,"L 4",2017-01-15
"1112",1112,"Los Angeles Lakers",46,"Tue Jan 17 2017","vs","Denver Nuggets","L",NA,121,127,15,31,"L 5",2017-01-17
"1113",1113,"Los Angeles Lakers",47,"Fri Jan 20 2017","vs","Indiana Pacers","W",NA,108,95,16,31,"W 1",2017-01-20
"1114",1114,"Los Angeles Lakers",48,"Sun Jan 22 2017","@","Dallas Mavericks","L",NA,73,122,16,32,"L 1",2017-01-22
"1115",1115,"Los Angeles Lakers",49,"Wed Jan 25 2017","@","Portland Trail Blazers","L",NA,98,105,16,33,"L 2",2017-01-25
"1116",1116,"Los Angeles Lakers",50,"Thu Jan 26 2017","@","Utah Jazz","L",NA,88,96,16,34,"L 3",2017-01-26
"1117",1117,"Los Angeles Lakers",51,"Tue Jan 31 2017","vs","Denver Nuggets","W",NA,120,116,17,34,"W 1",2017-01-31
"1118",1118,"Los Angeles Lakers",52,"Thu Feb 2 2017","@","Washington Wizards","L",NA,108,116,17,35,"L 1",2017-02-02
"1119",1119,"Los Angeles Lakers",53,"Fri Feb 3 2017","@","Boston Celtics","L",NA,107,113,17,36,"L 2",2017-02-03
"1120",1120,"Los Angeles Lakers",54,"Mon Feb 6 2017","@","New York Knicks","W",NA,121,107,18,36,"W 1",2017-02-06
"1121",1121,"Los Angeles Lakers",55,"Wed Feb 8 2017","@","Detroit Pistons","L",NA,102,121,18,37,"L 1",2017-02-08
"1122",1122,"Los Angeles Lakers",56,"Fri Feb 10 2017","@","Milwaukee Bucks","W",NA,122,114,19,37,"W 1",2017-02-10
"1123",1123,"Los Angeles Lakers",57,"Tue Feb 14 2017","vs","Sacramento Kings","L",NA,96,97,19,38,"L 1",2017-02-14
"1124",1124,"Los Angeles Lakers",58,"Wed Feb 15 2017","@","Phoenix Suns","L",NA,101,137,19,39,"L 2",2017-02-15
"1125",1125,"Los Angeles Lakers",59,"Fri Feb 24 2017","@","Oklahoma City Thunder","L",NA,93,110,19,40,"L 3",2017-02-24
"1126",1126,"Los Angeles Lakers",60,"Sun Feb 26 2017","vs","San Antonio Spurs","L",NA,98,119,19,41,"L 4",2017-02-26
"1127",1127,"Los Angeles Lakers",61,"Tue Feb 28 2017","vs","Charlotte Hornets","L",NA,104,109,19,42,"L 5",2017-02-28
"1128",1128,"Los Angeles Lakers",62,"Fri Mar 3 2017","vs","Boston Celtics","L",NA,95,115,19,43,"L 6",2017-03-03
"1129",1129,"Los Angeles Lakers",63,"Sun Mar 5 2017","vs","New Orleans Pelicans","L",NA,97,105,19,44,"L 7",2017-03-05
"1130",1130,"Los Angeles Lakers",64,"Tue Mar 7 2017","@","Dallas Mavericks","L",NA,111,122,19,45,"L 8",2017-03-07
"1131",1131,"Los Angeles Lakers",65,"Thu Mar 9 2017","@","Phoenix Suns","W",NA,122,110,20,45,"W 1",2017-03-09
"1132",1132,"Los Angeles Lakers",66,"Sun Mar 12 2017","vs","Philadelphia 76ers","L",NA,116,118,20,46,"L 1",2017-03-12
"1133",1133,"Los Angeles Lakers",67,"Mon Mar 13 2017","@","Denver Nuggets","L",NA,101,129,20,47,"L 2",2017-03-13
"1134",1134,"Los Angeles Lakers",68,"Wed Mar 15 2017","@","Houston Rockets","L",NA,100,139,20,48,"L 3",2017-03-15
"1135",1135,"Los Angeles Lakers",69,"Fri Mar 17 2017","vs","Milwaukee Bucks","L",NA,103,107,20,49,"L 4",2017-03-17
"1136",1136,"Los Angeles Lakers",70,"Sun Mar 19 2017","vs","Cleveland Cavaliers","L",NA,120,125,20,50,"L 5",2017-03-19
"1137",1137,"Los Angeles Lakers",71,"Tue Mar 21 2017","vs","Los Angeles Clippers","L",NA,109,133,20,51,"L 6",2017-03-21
"1138",1138,"Los Angeles Lakers",72,"Fri Mar 24 2017","vs","Minnesota Timberwolves","W","OT",130,119,21,51,"W 1",2017-03-24
"1139",1139,"Los Angeles Lakers",73,"Sun Mar 26 2017","vs","Portland Trail Blazers","L",NA,81,97,21,52,"L 1",2017-03-26
"1140",1140,"Los Angeles Lakers",74,"Tue Mar 28 2017","vs","Washington Wizards","L",NA,108,119,21,53,"L 2",2017-03-28
"1141",1141,"Los Angeles Lakers",75,"Thu Mar 30 2017","@","Minnesota Timberwolves","L",NA,104,119,21,54,"L 3",2017-03-30
"1142",1142,"Los Angeles Lakers",76,"Sat Apr 1 2017","@","Los Angeles Clippers","L",NA,104,115,21,55,"L 4",2017-04-01
"1143",1143,"Los Angeles Lakers",77,"Sun Apr 2 2017","vs","Memphis Grizzlies","W",NA,108,103,22,55,"W 1",2017-04-02
"1144",1144,"Los Angeles Lakers",78,"Wed Apr 5 2017","@","San Antonio Spurs","W",NA,102,95,23,55,"W 2",2017-04-05
"1145",1145,"Los Angeles Lakers",79,"Fri Apr 7 2017","vs","Sacramento Kings","W",NA,98,94,24,55,"W 3",2017-04-07
"1146",1146,"Los Angeles Lakers",80,"Sun Apr 9 2017","vs","Minnesota Timberwolves","W",NA,110,109,25,55,"W 4",2017-04-09
"1147",1147,"Los Angeles Lakers",81,"Tue Apr 11 2017","vs","New Orleans Pelicans","W",NA,108,96,26,55,"W 5",2017-04-11
"1148",1148,"Los Angeles Lakers",82,"Wed Apr 12 2017","@","Golden State Warriors","L",NA,94,109,26,56,"L 1",2017-04-12
"1149",1149,"Phoenix Suns",1,"Wed Oct 26 2016","vs","Sacramento Kings","L",NA,94,113,0,1,"L 1",2016-10-26
"1150",1150,"Phoenix Suns",2,"Fri Oct 28 2016","@","Oklahoma City Thunder","L","OT",110,113,0,2,"L 2",2016-10-28
"1151",1151,"Phoenix Suns",3,"Sun Oct 30 2016","vs","Golden State Warriors","L",NA,100,106,0,3,"L 3",2016-10-30
"1152",1152,"Phoenix Suns",4,"Mon Oct 31 2016","@","Los Angeles Clippers","L",NA,98,116,0,4,"L 4",2016-10-31
"1153",1153,"Phoenix Suns",5,"Wed Nov 2 2016","vs","Portland Trail Blazers","W","OT",118,115,1,4,"W 1",2016-11-02
"1154",1154,"Phoenix Suns",6,"Fri Nov 4 2016","@","New Orleans Pelicans","W","OT",112,111,2,4,"W 2",2016-11-04
"1155",1155,"Phoenix Suns",7,"Sun Nov 6 2016","@","Los Angeles Lakers","L",NA,108,119,2,5,"L 1",2016-11-06
"1156",1156,"Phoenix Suns",8,"Tue Nov 8 2016","@","Portland Trail Blazers","L",NA,121,124,2,6,"L 2",2016-11-08
"1157",1157,"Phoenix Suns",9,"Wed Nov 9 2016","vs","Detroit Pistons","W",NA,107,100,3,6,"W 1",2016-11-09
"1158",1158,"Phoenix Suns",10,"Sat Nov 12 2016","vs","Brooklyn Nets","L",NA,104,122,3,7,"L 1",2016-11-12
"1159",1159,"Phoenix Suns",11,"Sun Nov 13 2016","@","Golden State Warriors","L",NA,120,133,3,8,"L 2",2016-11-13
"1160",1160,"Phoenix Suns",12,"Wed Nov 16 2016","@","Denver Nuggets","L",NA,104,120,3,9,"L 3",2016-11-16
"1161",1161,"Phoenix Suns",13,"Fri Nov 18 2016","@","Indiana Pacers","W",NA,116,96,4,9,"W 1",2016-11-18
"1162",1162,"Phoenix Suns",14,"Sat Nov 19 2016","@","Philadelphia 76ers","L",NA,105,120,4,10,"L 1",2016-11-19
"1163",1163,"Phoenix Suns",15,"Mon Nov 21 2016","@","Washington Wizards","L",NA,101,106,4,11,"L 2",2016-11-21
"1164",1164,"Phoenix Suns",16,"Wed Nov 23 2016","@","Orlando Magic","W",NA,92,87,5,11,"W 1",2016-11-23
"1165",1165,"Phoenix Suns",17,"Fri Nov 25 2016","vs","Minnesota Timberwolves","L",NA,85,98,5,12,"L 1",2016-11-25
"1166",1166,"Phoenix Suns",18,"Sun Nov 27 2016","vs","Denver Nuggets","L",NA,114,120,5,13,"L 2",2016-11-27
"1167",1167,"Phoenix Suns",19,"Wed Nov 30 2016","vs","Atlanta Hawks","W",NA,109,107,6,13,"W 1",2016-11-30
"1168",1168,"Phoenix Suns",20,"Sat Dec 3 2016","@","Golden State Warriors","L",NA,109,138,6,14,"L 1",2016-12-03
"1169",1169,"Phoenix Suns",21,"Tue Dec 6 2016","@","Utah Jazz","L",NA,105,112,6,15,"L 2",2016-12-06
"1170",1170,"Phoenix Suns",22,"Wed Dec 7 2016","vs","Indiana Pacers","L",NA,94,109,6,16,"L 3",2016-12-07
"1171",1171,"Phoenix Suns",23,"Fri Dec 9 2016","@","Los Angeles Lakers","W",NA,119,115,7,16,"W 1",2016-12-09
"1172",1172,"Phoenix Suns",24,"Sun Dec 11 2016","vs","New Orleans Pelicans","L","OT",119,120,7,17,"L 1",2016-12-11
"1173",1173,"Phoenix Suns",25,"Tue Dec 13 2016","vs","New York Knicks","W","OT",113,111,8,17,"W 1",2016-12-13
"1174",1174,"Phoenix Suns",26,"Thu Dec 15 2016","vs","San Antonio Spurs","L",NA,92,107,8,18,"L 1",2016-12-15
"1175",1175,"Phoenix Suns",27,"Sat Dec 17 2016","@","Oklahoma City Thunder","L",NA,101,114,8,19,"L 2",2016-12-17
"1176",1176,"Phoenix Suns",28,"Mon Dec 19 2016","@","Minnesota Timberwolves","L",NA,108,115,8,20,"L 3",2016-12-19
"1177",1177,"Phoenix Suns",29,"Wed Dec 21 2016","vs","Houston Rockets","L",NA,111,125,8,21,"L 4",2016-12-21
"1178",1178,"Phoenix Suns",30,"Fri Dec 23 2016","vs","Philadelphia 76ers","W",NA,123,116,9,21,"W 1",2016-12-23
"1179",1179,"Phoenix Suns",31,"Mon Dec 26 2016","@","Houston Rockets","L",NA,115,131,9,22,"L 1",2016-12-26
"1180",1180,"Phoenix Suns",32,"Wed Dec 28 2016","@","San Antonio Spurs","L",NA,98,119,9,23,"L 2",2016-12-28
"1181",1181,"Phoenix Suns",33,"Thu Dec 29 2016","vs","Toronto Raptors","W",NA,99,91,10,23,"W 1",2016-12-29
"1182",1182,"Phoenix Suns",34,"Sat Dec 31 2016","@","Utah Jazz","L",NA,86,91,10,24,"L 1",2016-12-31
"1183",1183,"Phoenix Suns",35,"Mon Jan 2 2017","@","Los Angeles Clippers","L",NA,98,109,10,25,"L 2",2017-01-02
"1184",1184,"Phoenix Suns",36,"Tue Jan 3 2017","vs","Miami Heat","W",NA,99,90,11,25,"W 1",2017-01-03
"1185",1185,"Phoenix Suns",37,"Thu Jan 5 2017","@","Dallas Mavericks","W",NA,102,95,12,25,"W 2",2017-01-05
"1186",1186,"Phoenix Suns",38,"Sun Jan 8 2017","vs","Cleveland Cavaliers","L",NA,116,120,12,26,"L 1",2017-01-08
"1187",1187,"Phoenix Suns",39,"Thu Jan 12 2017","vs","Dallas Mavericks","L",NA,108,113,12,27,"L 2",2017-01-12
"1188",1188,"Phoenix Suns",40,"Sat Jan 14 2017","vs","San Antonio Spurs","W",NA,108,105,13,27,"W 1",2017-01-14
"1189",1189,"Phoenix Suns",41,"Mon Jan 16 2017","vs","Utah Jazz","L",NA,101,106,13,28,"L 1",2017-01-16
"1190",1190,"Phoenix Suns",42,"Thu Jan 19 2017","@","Cleveland Cavaliers","L",NA,103,118,13,29,"L 2",2017-01-19
"1191",1191,"Phoenix Suns",43,"Sat Jan 21 2017","@","New York Knicks","W",NA,107,105,14,29,"W 1",2017-01-21
"1192",1192,"Phoenix Suns",44,"Sun Jan 22 2017","@","Toronto Raptors","W",NA,115,103,15,29,"W 2",2017-01-22
"1193",1193,"Phoenix Suns",45,"Tue Jan 24 2017","vs","Minnesota Timberwolves","L",NA,111,112,15,30,"L 1",2017-01-24
"1194",1194,"Phoenix Suns",46,"Thu Jan 26 2017","@","Denver Nuggets","L",NA,120,127,15,31,"L 2",2017-01-26
"1195",1195,"Phoenix Suns",47,"Sat Jan 28 2017","vs","Denver Nuggets","L",NA,112,123,15,32,"L 3",2017-01-28
"1196",1196,"Phoenix Suns",48,"Mon Jan 30 2017","vs","Memphis Grizzlies","L",NA,96,115,15,33,"L 4",2017-01-30
"1197",1197,"Phoenix Suns",49,"Wed Feb 1 2017","vs","Los Angeles Clippers","L",NA,114,124,15,34,"L 5",2017-02-01
"1198",1198,"Phoenix Suns",50,"Fri Feb 3 2017","@","Sacramento Kings","W",NA,105,103,16,34,"W 1",2017-02-03
"1199",1199,"Phoenix Suns",51,"Sat Feb 4 2017","vs","Milwaukee Bucks","L",NA,112,137,16,35,"L 1",2017-02-04
"1200",1200,"Phoenix Suns",52,"Mon Feb 6 2017","@","New Orleans Pelicans","L",NA,106,111,16,36,"L 2",2017-02-06
"1201",1201,"Phoenix Suns",53,"Wed Feb 8 2017","@","Memphis Grizzlies","L",NA,91,110,16,37,"L 3",2017-02-08
"1202",1202,"Phoenix Suns",54,"Fri Feb 10 2017","vs","Chicago Bulls","W",NA,115,97,17,37,"W 1",2017-02-10
"1203",1203,"Phoenix Suns",55,"Sat Feb 11 2017","@","Houston Rockets","L",NA,102,133,17,38,"L 1",2017-02-11
"1204",1204,"Phoenix Suns",56,"Mon Feb 13 2017","vs","New Orleans Pelicans","L",NA,108,110,17,39,"L 2",2017-02-13
"1205",1205,"Phoenix Suns",57,"Wed Feb 15 2017","vs","Los Angeles Lakers","W",NA,137,101,18,39,"W 1",2017-02-15
"1206",1206,"Phoenix Suns",58,"Fri Feb 24 2017","@","Chicago Bulls","L","OT",121,128,18,40,"L 1",2017-02-24
"1207",1207,"Phoenix Suns",59,"Sun Feb 26 2017","@","Milwaukee Bucks","L",NA,96,100,18,41,"L 2",2017-02-26
"1208",1208,"Phoenix Suns",60,"Tue Feb 28 2017","@","Memphis Grizzlies","L",NA,112,130,18,42,"L 3",2017-02-28
"1209",1209,"Phoenix Suns",61,"Thu Mar 2 2017","vs","Charlotte Hornets","W",NA,120,103,19,42,"W 1",2017-03-02
"1210",1210,"Phoenix Suns",62,"Fri Mar 3 2017","vs","Oklahoma City Thunder","W",NA,118,111,20,42,"W 2",2017-03-03
"1211",1211,"Phoenix Suns",63,"Sun Mar 5 2017","vs","Boston Celtics","W",NA,109,106,21,42,"W 3",2017-03-05
"1212",1212,"Phoenix Suns",64,"Tue Mar 7 2017","vs","Washington Wizards","L",NA,127,131,21,43,"L 1",2017-03-07
