"","X1","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Dates","Binary"
"586",1174,"Phoenix Suns",26,"Thu Dec 15 2016","vs","San Antonio Spurs","L",NA,92,107,8,18,"L 1",2016-12-15,0
"587",1177,"Phoenix Suns",29,"Wed Dec 21 2016","vs","Houston Rockets","L",NA,111,125,8,21,"L 4",2016-12-21,0
"588",1178,"Phoenix Suns",30,"Fri Dec 23 2016","vs","Philadelphia 76ers","W",NA,123,116,9,21,"W 1",2016-12-23,1
"589",1181,"Phoenix Suns",33,"Thu Dec 29 2016","vs","Toronto Raptors","W",NA,99,91,10,23,"W 1",2016-12-29,1
"590",1184,"Phoenix Suns",36,"Tue Jan 3 2017","vs","Miami Heat","W",NA,99,90,11,25,"W 1",2017-01-03,1
"591",1186,"Phoenix Suns",38,"Sun Jan 8 2017","vs","Cleveland Cavaliers","L",NA,116,120,12,26,"L 1",2017-01-08,0
"592",1187,"Phoenix Suns",39,"Thu Jan 12 2017","vs","Dallas Mavericks","L",NA,108,113,12,27,"L 2",2017-01-12,0
"593",1188,"Phoenix Suns",40,"Sat Jan 14 2017","vs","San Antonio Spurs","W",NA,108,105,13,27,"W 1",2017-01-14,1
"594",1189,"Phoenix Suns",41,"Mon Jan 16 2017","vs","Utah Jazz","L",NA,101,106,13,28,"L 1",2017-01-16,0
"595",1193,"Phoenix Suns",45,"Tue Jan 24 2017","vs","Minnesota Timberwolves","L",NA,111,112,15,30,"L 1",2017-01-24,0
"596",1195,"Phoenix Suns",47,"Sat Jan 28 2017","vs","Denver Nuggets","L",NA,112,123,15,32,"L 3",2017-01-28,0
"597",1196,"Phoenix Suns",48,"Mon Jan 30 2017","vs","Memphis Grizzlies","L",NA,96,115,15,33,"L 4",2017-01-30,0
"598",1197,"Phoenix Suns",49,"Wed Feb 1 2017","vs","Los Angeles Clippers","L",NA,114,124,15,34,"L 5",2017-02-01,0
"599",1199,"Phoenix Suns",51,"Sat Feb 4 2017","vs","Milwaukee Bucks","L",NA,112,137,16,35,"L 1",2017-02-04,0
"600",1202,"Phoenix Suns",54,"Fri Feb 10 2017","vs","Chicago Bulls","W",NA,115,97,17,37,"W 1",2017-02-10,1
"601",1204,"Phoenix Suns",56,"Mon Feb 13 2017","vs","New Orleans Pelicans","L",NA,108,110,17,39,"L 2",2017-02-13,0
"602",1205,"Phoenix Suns",57,"Wed Feb 15 2017","vs","Los Angeles Lakers","W",NA,137,101,18,39,"W 1",2017-02-15,1
"603",1209,"Phoenix Suns",61,"Thu Mar 2 2017","vs","Charlotte Hornets","W",NA,120,103,19,42,"W 1",2017-03-02,1
"604",1210,"Phoenix Suns",62,"Fri Mar 3 2017","vs","Oklahoma City Thunder","W",NA,118,111,20,42,"W 2",2017-03-03,1
"605",1211,"Phoenix Suns",63,"Sun Mar 5 2017","vs","Boston Celtics","W",NA,109,106,21,42,"W 3",2017-03-05,1
"606",1212,"Phoenix Suns",64,"Tue Mar 7 2017","vs","Washington Wizards","L",NA,127,131,21,43,"L 1",2017-03-07,0
"607",1213,"Phoenix Suns",65,"Thu Mar 9 2017","vs","Los Angeles Lakers","L",NA,110,122,21,44,"L 2",2017-03-09,0
"608",1215,"Phoenix Suns",67,"Sun Mar 12 2017","vs","Portland Trail Blazers","L",NA,101,110,22,45,"L 1",2017-03-12,0
"609",1216,"Phoenix Suns",68,"Wed Mar 15 2017","vs","Sacramento Kings","L",NA,101,107,22,46,"L 2",2017-03-15,0
"610",1217,"Phoenix Suns",69,"Fri Mar 17 2017","vs","Orlando Magic","L",NA,103,109,22,47,"L 3",2017-03-17,0
"611",1224,"Phoenix Suns",76,"Thu Mar 30 2017","vs","Los Angeles Clippers","L",NA,118,124,22,54,"L 10",2017-03-30,0
"612",1226,"Phoenix Suns",78,"Sun Apr 2 2017","vs","Houston Rockets","L",NA,116,123,22,56,"L 12",2017-04-02,0
"613",1227,"Phoenix Suns",79,"Wed Apr 5 2017","vs","Golden State Warriors","L",NA,111,120,22,57,"L 13",2017-04-05,0
"614",1228,"Phoenix Suns",80,"Fri Apr 7 2017","vs","Oklahoma City Thunder","W",NA,120,99,23,57,"W 1",2017-04-07,1
"615",1229,"Phoenix Suns",81,"Sun Apr 9 2017","vs","Dallas Mavericks","W",NA,124,111,24,57,"W 2",2017-04-09,1
