"","X1","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Dates","Binary"
"111",111,"San Antonio Spurs",29,"Thu Dec 22 2016","@","Los Angeles Clippers","L",NA,101,106,23,6,"L 1",2016-12-22,0
"112",112,"San Antonio Spurs",30,"Fri Dec 23 2016","@","Portland Trail Blazers","W",NA,110,90,24,6,"W 1",2016-12-23,1
"113",113,"San Antonio Spurs",31,"Sun Dec 25 2016","vs","Chicago Bulls","W",NA,119,100,25,6,"W 2",2016-12-25,1
"114",114,"San Antonio Spurs",32,"Wed Dec 28 2016","vs","Phoenix Suns","W",NA,119,98,26,6,"W 3",2016-12-28,1
"115",115,"San Antonio Spurs",33,"Fri Dec 30 2016","vs","Portland Trail Blazers","W",NA,110,94,27,6,"W 4",2016-12-30,1
"116",116,"San Antonio Spurs",34,"Sun Jan 1 2017","@","Atlanta Hawks","L","OT",112,114,27,7,"L 1",2017-01-01,0
"117",117,"San Antonio Spurs",35,"Tue Jan 3 2017","vs","Toronto Raptors","W",NA,110,82,28,7,"W 1",2017-01-03,1
"118",118,"San Antonio Spurs",36,"Thu Jan 5 2017","@","Denver Nuggets","W",NA,127,99,29,7,"W 2",2017-01-05,1
"119",119,"San Antonio Spurs",37,"Sat Jan 7 2017","vs","Charlotte Hornets","W",NA,102,85,30,7,"W 3",2017-01-07,1
"120",120,"San Antonio Spurs",38,"Tue Jan 10 2017","vs","Milwaukee Bucks","L",NA,107,109,30,8,"L 1",2017-01-10,0
"121",121,"San Antonio Spurs",39,"Thu Jan 12 2017","vs","Los Angeles Lakers","W",NA,134,94,31,8,"W 1",2017-01-12,1
"122",122,"San Antonio Spurs",40,"Sat Jan 14 2017","@","Phoenix Suns","L",NA,105,108,31,9,"L 1",2017-01-14,0
"123",123,"San Antonio Spurs",41,"Tue Jan 17 2017","vs","Minnesota Timberwolves","W",NA,122,114,32,9,"W 1",2017-01-17,1
"124",124,"San Antonio Spurs",42,"Thu Jan 19 2017","vs","Denver Nuggets","W",NA,118,104,33,9,"W 2",2017-01-19,1
"125",125,"San Antonio Spurs",43,"Sat Jan 21 2017","@","Cleveland Cavaliers","W","OT",118,115,34,9,"W 3",2017-01-21,1
"126",126,"San Antonio Spurs",44,"Mon Jan 23 2017","@","Brooklyn Nets","W",NA,112,86,35,9,"W 4",2017-01-23,1
"127",127,"San Antonio Spurs",45,"Tue Jan 24 2017","@","Toronto Raptors","W",NA,108,106,36,9,"W 5",2017-01-24,1
"128",128,"San Antonio Spurs",46,"Fri Jan 27 2017","@","New Orleans Pelicans","L",NA,103,119,36,10,"L 1",2017-01-27,0
"129",129,"San Antonio Spurs",47,"Sun Jan 29 2017","vs","Dallas Mavericks","L",NA,101,105,36,11,"L 2",2017-01-29,0
"130",130,"San Antonio Spurs",48,"Tue Jan 31 2017","vs","Oklahoma City Thunder","W",NA,108,94,37,11,"W 1",2017-01-31,1
"131",131,"San Antonio Spurs",49,"Thu Feb 2 2017","vs","Philadelphia 76ers","W",NA,102,86,38,11,"W 2",2017-02-02,1
"132",132,"San Antonio Spurs",50,"Sat Feb 4 2017","vs","Denver Nuggets","W",NA,121,97,39,11,"W 3",2017-02-04,1
"133",133,"San Antonio Spurs",51,"Mon Feb 6 2017","@","Memphis Grizzlies","L",NA,74,89,39,12,"L 1",2017-02-06,0
"134",134,"San Antonio Spurs",52,"Wed Feb 8 2017","@","Philadelphia 76ers","W",NA,111,103,40,12,"W 1",2017-02-08,1
"135",135,"San Antonio Spurs",53,"Fri Feb 10 2017","@","Detroit Pistons","W",NA,103,92,41,12,"W 2",2017-02-10,1
"136",136,"San Antonio Spurs",54,"Sun Feb 12 2017","@","New York Knicks","L",NA,90,94,41,13,"L 1",2017-02-12,0
"137",137,"San Antonio Spurs",55,"Mon Feb 13 2017","@","Indiana Pacers","W",NA,110,106,42,13,"W 1",2017-02-13,1
"138",138,"San Antonio Spurs",56,"Wed Feb 15 2017","@","Orlando Magic","W",NA,107,79,43,13,"W 2",2017-02-15,1
"139",139,"San Antonio Spurs",57,"Fri Feb 24 2017","@","Los Angeles Clippers","W",NA,105,97,44,13,"W 3",2017-02-24,1
"140",140,"San Antonio Spurs",58,"Sun Feb 26 2017","@","Los Angeles Lakers","W",NA,119,98,45,13,"W 4",2017-02-26,1
"141",141,"San Antonio Spurs",59,"Wed Mar 1 2017","vs","Indiana Pacers","W",NA,100,99,46,13,"W 5",2017-03-01,1
"142",142,"San Antonio Spurs",60,"Fri Mar 3 2017","@","New Orleans Pelicans","W","OT",101,98,47,13,"W 6",2017-03-03,1
"143",143,"San Antonio Spurs",61,"Sat Mar 4 2017","vs","Minnesota Timberwolves","W","OT",97,90,48,13,"W 7",2017-03-04,1
"144",144,"San Antonio Spurs",62,"Mon Mar 6 2017","vs","Houston Rockets","W",NA,112,110,49,13,"W 8",2017-03-06,1
"145",145,"San Antonio Spurs",63,"Wed Mar 8 2017","vs","Sacramento Kings","W",NA,114,104,50,13,"W 9",2017-03-08,1
"146",146,"San Antonio Spurs",64,"Thu Mar 9 2017","@","Oklahoma City Thunder","L",NA,92,102,50,14,"L 1",2017-03-09,0
"147",147,"San Antonio Spurs",65,"Sat Mar 11 2017","vs","Golden State Warriors","W",NA,107,85,51,14,"W 1",2017-03-11,1
"148",148,"San Antonio Spurs",66,"Mon Mar 13 2017","vs","Atlanta Hawks","W",NA,107,99,52,14,"W 2",2017-03-13,1
"149",149,"San Antonio Spurs",67,"Wed Mar 15 2017","vs","Portland Trail Blazers","L",NA,106,110,52,15,"L 1",2017-03-15,0
"150",150,"San Antonio Spurs",68,"Sat Mar 18 2017","@","Memphis Grizzlies","L",NA,96,104,52,16,"L 2",2017-03-18,0
"151",151,"San Antonio Spurs",69,"Sun Mar 19 2017","vs","Sacramento Kings","W",NA,118,102,53,16,"W 1",2017-03-19,1
"152",152,"San Antonio Spurs",70,"Tue Mar 21 2017","@","Minnesota Timberwolves","W",NA,100,93,54,16,"W 2",2017-03-21,1
"153",153,"San Antonio Spurs",71,"Thu Mar 23 2017","vs","Memphis Grizzlies","W",NA,97,90,55,16,"W 3",2017-03-23,1
"154",154,"San Antonio Spurs",72,"Sat Mar 25 2017","vs","New York Knicks","W",NA,106,98,56,16,"W 4",2017-03-25,1
"155",155,"San Antonio Spurs",73,"Mon Mar 27 2017","vs","Cleveland Cavaliers","W",NA,103,74,57,16,"W 5",2017-03-27,1
"156",156,"San Antonio Spurs",74,"Wed Mar 29 2017","vs","Golden State Warriors","L",NA,98,110,57,17,"L 1",2017-03-29,0
"157",157,"San Antonio Spurs",75,"Fri Mar 31 2017","@","Oklahoma City Thunder","W",NA,100,95,58,17,"W 1",2017-03-31,1
"158",158,"San Antonio Spurs",76,"Sun Apr 2 2017","vs","Utah Jazz","W",NA,109,103,59,17,"W 2",2017-04-02,1
"159",159,"San Antonio Spurs",77,"Tue Apr 4 2017","vs","Memphis Grizzlies","W","OT",95,89,60,17,"W 3",2017-04-04,1
"160",160,"San Antonio Spurs",78,"Wed Apr 5 2017","vs","Los Angeles Lakers","L",NA,95,102,60,18,"L 1",2017-04-05,0
"161",161,"San Antonio Spurs",79,"Fri Apr 7 2017","@","Dallas Mavericks","W",NA,102,89,61,18,"W 1",2017-04-07,1
"162",162,"San Antonio Spurs",80,"Sat Apr 8 2017","vs","Los Angeles Clippers","L",NA,87,98,61,19,"L 1",2017-04-08,0
"163",163,"San Antonio Spurs",81,"Mon Apr 10 2017","@","Portland Trail Blazers","L",NA,98,99,61,20,"L 2",2017-04-10,0
"164",164,"San Antonio Spurs",82,"Wed Apr 12 2017","@","Utah Jazz","L",NA,97,101,61,21,"L 3",2017-04-12,0
"165",165,"Houston Rockets",1,"Wed Oct 26 2016","@","Los Angeles Lakers","L",NA,114,120,0,1,"L 1",2016-10-26,0
"166",166,"Houston Rockets",2,"Fri Oct 28 2016","@","Dallas Mavericks","W",NA,106,98,1,1,"W 1",2016-10-28,1
"167",167,"Houston Rockets",3,"Sun Oct 30 2016","vs","Dallas Mavericks","W",NA,93,92,2,1,"W 2",2016-10-30,1
"168",168,"Houston Rockets",4,"Tue Nov 1 2016","@","Cleveland Cavaliers","L",NA,120,128,2,2,"L 1",2016-11-01,0
"169",169,"Houston Rockets",5,"Wed Nov 2 2016","@","New York Knicks","W",NA,118,99,3,2,"W 1",2016-11-02,1
"170",170,"Houston Rockets",6,"Sat Nov 5 2016","@","Atlanta Hawks","L",NA,97,112,3,3,"L 1",2016-11-05,0
"171",171,"Houston Rockets",7,"Mon Nov 7 2016","@","Washington Wizards","W",NA,114,106,4,3,"W 1",2016-11-07,1
"172",172,"Houston Rockets",8,"Wed Nov 9 2016","@","San Antonio Spurs","W",NA,101,99,5,3,"W 2",2016-11-09,1
"173",173,"Houston Rockets",9,"Sat Nov 12 2016","vs","San Antonio Spurs","L",NA,100,106,5,4,"L 1",2016-11-12,0
"174",174,"Houston Rockets",10,"Mon Nov 14 2016","vs","Philadelphia 76ers","W",NA,115,88,6,4,"W 1",2016-11-14,1
"175",175,"Houston Rockets",11,"Wed Nov 16 2016","@","Oklahoma City Thunder","L",NA,103,105,6,5,"L 1",2016-11-16,0
"176",176,"Houston Rockets",12,"Thu Nov 17 2016","vs","Portland Trail Blazers","W",NA,126,109,7,5,"W 1",2016-11-17,1
"177",177,"Houston Rockets",13,"Sat Nov 19 2016","vs","Utah Jazz","W",NA,111,102,8,5,"W 2",2016-11-19,1
"178",178,"Houston Rockets",14,"Mon Nov 21 2016","@","Detroit Pistons","W",NA,99,96,9,5,"W 3",2016-11-21,1
"179",179,"Houston Rockets",15,"Wed Nov 23 2016","vs","Toronto Raptors","L",NA,102,115,9,6,"L 1",2016-11-23,0
"180",180,"Houston Rockets",16,"Fri Nov 25 2016","@","Sacramento Kings","W",NA,117,104,10,6,"W 1",2016-11-25,1
"181",181,"Houston Rockets",17,"Sun Nov 27 2016","@","Portland Trail Blazers","W",NA,130,114,11,6,"W 2",2016-11-27,1
"182",182,"Houston Rockets",18,"Tue Nov 29 2016","@","Utah Jazz","L",NA,101,120,11,7,"L 1",2016-11-29,0
"183",183,"Houston Rockets",19,"Thu Dec 1 2016","@","Golden State Warriors","W","2OT",132,127,12,7,"W 1",2016-12-01,1
"184",184,"Houston Rockets",20,"Fri Dec 2 2016","@","Denver Nuggets","W",NA,128,110,13,7,"W 2",2016-12-02,1
"185",185,"Houston Rockets",21,"Mon Dec 5 2016","vs","Boston Celtics","W",NA,107,106,14,7,"W 3",2016-12-05,1
"186",186,"Houston Rockets",22,"Wed Dec 7 2016","vs","Los Angeles Lakers","W",NA,134,95,15,7,"W 4",2016-12-07,1
"187",187,"Houston Rockets",23,"Fri Dec 9 2016","@","Oklahoma City Thunder","W",NA,102,99,16,7,"W 5",2016-12-09,1
"188",188,"Houston Rockets",24,"Sat Dec 10 2016","vs","Dallas Mavericks","W",NA,109,87,17,7,"W 6",2016-12-10,1
"189",189,"Houston Rockets",25,"Mon Dec 12 2016","vs","Brooklyn Nets","W",NA,122,118,18,7,"W 7",2016-12-12,1
"190",190,"Houston Rockets",26,"Wed Dec 14 2016","vs","Sacramento Kings","W",NA,132,98,19,7,"W 8",2016-12-14,1
"191",191,"Houston Rockets",27,"Fri Dec 16 2016","vs","New Orleans Pelicans","W",NA,122,100,20,7,"W 9",2016-12-16,1
"192",192,"Houston Rockets",28,"Sat Dec 17 2016","@","Minnesota Timberwolves","W","OT",111,109,21,7,"W 10",2016-12-17,1
"193",193,"Houston Rockets",29,"Tue Dec 20 2016","vs","San Antonio Spurs","L",NA,100,102,21,8,"L 1",2016-12-20,0
"194",194,"Houston Rockets",30,"Wed Dec 21 2016","@","Phoenix Suns","W",NA,125,111,22,8,"W 1",2016-12-21,1
"195",195,"Houston Rockets",31,"Fri Dec 23 2016","@","Memphis Grizzlies","L",NA,109,115,22,9,"L 1",2016-12-23,0
"196",196,"Houston Rockets",32,"Mon Dec 26 2016","vs","Phoenix Suns","W",NA,131,115,23,9,"W 1",2016-12-26,1
"197",197,"Houston Rockets",33,"Tue Dec 27 2016","@","Dallas Mavericks","W",NA,123,107,24,9,"W 2",2016-12-27,1
"198",198,"Houston Rockets",34,"Fri Dec 30 2016","vs","Los Angeles Clippers","W",NA,140,116,25,9,"W 3",2016-12-30,1
"199",199,"Houston Rockets",35,"Sat Dec 31 2016","vs","New York Knicks","W",NA,129,122,26,9,"W 4",2016-12-31,1
